"","SRR3216048","SRR3216049","SRR3216051","SRR3216052","SRR3216053","SRR3216054","SRR3216055","SRR3216056"
"ENO2",6.30591673783398,6.27975859312953,6.21109315623785,5.42817298357686,6.46316056328591,6.2814403451443,5.83279676589005,6.10257737429381
"ATN1",9.15709176949205,9.81448788173089,9.66146437966537,9.31975820277851,9.88827393641441,9.55014708473439,9.33146535450319,9.17935930487693
"C12orf57",9.30210582241809,9.06418896723531,8.6366535733208,8.98087792715634,9.03543032329828,9.34022667911181,8.90981124166671,9.06900868523995
"PTPN6",8.17889360391737,8.46633811123196,8.39848811997139,8.52436389833756,8.31796453666118,8.3715352656067,8.46322416021099,8.44463871236906
"LPCAT3",9.41917691129556,10.0253466746764,9.52238832704036,10.1957737748326,9.43776421175624,9.5943908258929,9.5898011251099,10.0128972686084
"NT5DC3",8.73339189198972,9.13576069398004,8.76574243630006,10.0604024050092,8.30786923132987,8.27532714140321,8.22997594952984,9.28185330369915
"SUDS3",9.90969842743574,10.3549877417655,10.0993509747881,10.4695548647392,9.93809003677418,9.82498506704695,10.2017915319528,10.540269687558
"GOLT1B",9.28399854496363,9.07029104483425,8.69050101655368,8.93778614558653,9.16388580766688,9.38691808952722,9.28139810735411,9.36786118950004
"LDHB",11.8386124729631,11.3534237882379,10.3614576792468,11.1463359966222,11.6207471196593,11.4850319290938,11.038396950097,11.5928198628365
"PRKAB1",9.30010510529412,9.17592499272299,8.96368427986862,8.5855215404831,9.38603884299538,9.48214989292219,9.35066823052677,8.88307975056069
"CMAS",8.06533728550197,8.1457921673881,7.90365305126633,8.4429616373127,8.26153991328021,7.98187485789939,8.08279783443295,8.53400711636673
"HCFC2",8.869232763763,8.77383104095831,8.88063613982425,8.72972275244396,8.74547817638674,9.00313071673673,8.92153961642227,8.90466739995886
"ST8SIA1",5.69691960379992,5.9262457744373,8.01203699425661,6.77695677438169,5.61565028768155,6.53256274109375,6.73297189644529,6.53760968376223
"CLEC4A",5.14194210951488,5.17234751230793,5.57065352189641,5.08000002189057,4.96909915392414,4.93123230963083,5.50918245522966,5.19580343254775
"C2CD5",9.51887206419503,9.57172233640811,9.79019041007072,9.34588198914784,9.75007114722257,9.62994263562041,9.64315346933725,9.3244988307662
"RAB35",8.81137394077789,9.07029104483425,8.53614454442742,8.66321594497453,8.99203192019973,9.00313071673673,9.00327542304628,8.71605925570612
"PHC1",8.55676873745082,8.49387274474284,9.25767161457,8.96563567263444,8.43850561154512,8.59664320602436,8.55652265497713,8.53746875043681
"COX6A1",9.88988886064995,10.1615183797079,9.15248850801684,10.0211654579135,9.89837580503661,9.92024409864823,9.72968585166638,9.98659442337308
"RIC8B",8.27596890481134,8.2191959193269,8.75800512302789,8.80018203154415,8.17528861919133,8.53866438663235,8.31794917940397,8.54092206426515
"SRSF9",9.57454561523128,9.5565957035152,9.2713141684995,9.53733397961297,9.47649961903834,9.52651269538174,9.3933821251988,9.48168540013926
"FGFR1OP2",9.15487897771401,8.89914658651118,9.16130893528865,8.90619676657528,9.05363649602269,9.09709334438771,9.30664922053581,9.18598334344577
"KLRB1",5.55221063940055,5.51269004255023,5.72168695480955,6.00766783453898,5.84972415703493,5.55379429209297,5.76567986881152,6.041574459159
"COL12A1",10.2008716941212,9.67338400899459,10.9842715472718,9.98385763095346,8.80403439703327,9.70555143796511,9.43486616373304,8.08142635816222
"BTN3A3",9.07286557946368,8.37054497897589,9.04855486823876,8.16138960768378,8.52814407607846,8.71302823416308,8.45031360328929,8.48464746376258
"TDP2",8.51937073090601,8.58202029009879,8.3164812448655,8.4429616373127,8.80761620921508,8.81744947252787,8.79971844556501,8.48464746376258
"FRK",9.18121069828794,10.0047997527164,9.27943811184411,10.6669856992555,9.12424289107891,9.15478024700633,9.52981076967386,9.83898483287023
"DSE",8.71847502498749,7.97362204618168,8.69050101655368,8.2598473776456,8.45231326296874,8.58904652317627,8.32857593003196,8.48822995714551
"RWDD1",8.90918091659344,8.48017141050278,8.44263797127819,8.34255306123111,8.74920861482096,8.80111169558095,8.67496143412847,8.71910953299053
"RSPH4A",6.80268031875919,6.59312731655115,6.52789935172217,6.64187044444318,5.96551044717654,6.77188398589064,6.77593782265821,6.67330009936684
"MAK",5.96388209921474,5.70301199115419,5.97596376224434,5.5090417902046,5.49864667891553,5.62316935362709,5.6698401403081,5.49940889581461
"TMEM14C",9.12127250451285,9.43423989190119,8.76187898236645,8.94090728167372,8.92767263871307,9.09441549486373,9.17963065852909,9.02041057569264
"PAK1IP1",8.25541758312807,8.28902321838203,7.52731688379994,7.79679617316264,7.95336565057404,8.55435557131295,8.04458822885102,8.56146944557559
"GCNT2",9.23875382163389,9.79620785519635,9.15543465688479,10.0108161976663,9.54670397807166,9.44059960819591,9.33847786773654,9.85153253124673
"SMIM8",7.61959508913707,7.35302702398389,7.65855607478534,8.01465442060941,7.49873978466876,7.26360479756238,7.5387119068398,7.76938252136624
"NEDD9",8.80008443018242,8.83606254321344,9.54052464349945,10.4803096489449,8.07161384617069,8.03888347360424,8.476019685041,9.79201905429055
"CEP85L",9.31008102075913,8.63242493404055,9.2713141684995,9.06623530924448,9.25059894486944,9.07824296672154,9.16589609175644,9.18157070448773
"ASF1A",7.80697870390052,7.8221130570877,7.60750555938545,8.00271854246433,7.77385050477553,7.90419374008911,7.69539971868309,8.04777311814204
"MCM9",8.37833308651135,8.57773900854799,8.58071030141647,8.68200072422091,8.49740290392339,8.5027198038964,8.64413078813671,8.22593370359401
"FAM184A",5.04412226460582,5.28188380166442,6.00434522940517,5.08000002189057,4.89350180041912,5.1695781948637,5.13099963805293,5.10242096294115
"RNGTT",8.62236756804337,8.54740747949406,8.40841719811807,8.81386900232676,8.61660795582591,8.61919526966407,8.46322416021099,8.77293636464591
"MAN1A1",10.2586468917813,9.95952460181076,10.4635670791048,10.1166365824738,10.0328383404971,10.2279728298349,10.2312752531414,10.0855077143842
"GABRR2",5.69691960379992,5.42636837759932,5.57065352189641,5.46936653042289,5.81897974540702,5.71992340966781,5.50918245522966,5.2807056744101
"SERINC1",11.5830950589495,11.5892681123991,11.3962352131014,11.2877258889815,11.5605453401354,11.6702471629767,11.7676434396947,11.5706517001771
"HDDC2",8.85293771665492,8.85032217126961,8.36318528796,8.73332891013635,8.80761620921508,8.65964360098103,8.62416133694685,8.74627474581861
"TPD52L1",10.6337126713334,12.0558241956275,11.2148211786257,12.3229011395204,10.8806312795538,10.5936963665306,11.5922251233103,12.1775301764427
"HINT3",8.95569949166878,9.32113263397309,8.86271434467471,9.09733291910177,9.13283015090419,8.66326490873339,9.15798855726399,9.46544665599772
"NCOA7",9.84669622336753,9.48534881428071,8.74632054655551,8.19845501322996,9.77952089203713,9.28729007937921,9.57948144329209,9.14123649586783
"RIPOR2",8.08412238449226,7.0114620677943,8.03789630505386,7.38178069732282,7.97908542371158,8.45335023818475,8.18387868311531,7.36924415000361
"SASH1",10.0448182764509,10.123906402399,9.97653942707234,9.85423532196332,9.753785434462,9.65195285032745,10.2170841887254,9.8263269684179
"UST",8.47743095001476,8.32526021846695,9.0674497357549,8.13431466686326,8.55398003501871,8.50675834892062,8.55953062245545,8.6408413934472
"FBXO5",7.08421020864462,6.52138101679854,6.52789935172217,6.54375530036609,6.86733463770378,6.61196321486904,6.92609497560784,7.01468032756728
"MTRF1L",8.59648621906637,7.96707286098734,8.24066631349845,8.47349131692326,8.37225368344312,8.23690941942495,8.27829673960255,8.11430659295501
"PPARD",7.69508293513309,8.1106019208371,7.94526601214109,8.65942935652489,8.0291774366571,7.72097612813256,7.55092988536196,8.18232076175239
"FANCE",6.27208229933464,6.32320693016749,6.61878247571396,6.62600222687477,6.60597130796698,6.19996350044928,6.48210433491114,6.38673691919123
"SLC26A8",5.1871137687839,4.90198854067047,4.98940233984402,4.58621499314465,4.7128657377721,4.57512059495098,4.99472701091822,5.32054025113361
"MAPK14",10.6007896375182,10.5551932035901,10.3829685646987,10.3631739362073,10.6737411988888,10.5582124232976,10.8793042628748,10.4021239733786
"RHAG",4.53971818917949,4.97832544731037,4.45488492573778,4.58621499314465,4.80924439751518,4.57512059495098,4.69459307014803,4.73373263167366
"KCTD20",10.2274204138914,10.095786749534,9.95642155618712,10.1547351076357,10.1739547467286,10.1617767541917,10.2265603975421,10.2098156343279
"STK38",9.41178478833906,9.9076823231916,9.78068637788795,9.60967240515172,9.93482198036605,9.55404874128338,9.83008990983916,9.60869023298098
"SRSF3",11.208776120138,11.1095816580796,10.7187155703708,10.813658768069,11.0845693471912,11.3457436343912,10.9393106227168,10.9374135590665
"MRPL18",8.869232763763,8.71269367730701,8.17233032066614,8.69315490749408,8.51942780415477,8.77792252845565,8.68601066096254,8.66951119569971
"MCM3",9.19204173261443,8.98564720939338,8.71868159844139,9.06050832475588,8.97938821863064,8.93889113478008,8.84477134677581,8.949493399474
"RNF8",8.869232763763,9.02702322105582,8.77343835116589,8.88366425085811,8.88084508165672,8.88100621806763,8.87645398553788,8.9701144535623
"PHACTR1",8.65407739387812,8.83247544410065,8.99363215936831,8.82066396419614,8.47051933998304,8.82393298419138,8.54138763253642,9.09270614264911
"MDGA1",6.04818435794886,4.81689404173723,7.13953355667193,5.84409498866103,4.7128657377721,6.19996350044928,5.56532670224337,5.93284820316537
"CILK1",8.98589707673596,9.32878610090047,9.21595114421439,9.36922671832641,9.11560411688023,8.90566317233597,9.35240132147221,9.41560272274163
"FBXO9",9.08686297522342,8.99530161621306,9.18745065672018,9.16560720558477,9.10400453947165,8.9268968131174,8.90035923401555,9.05218530572955
"CD83",6.54941881315203,6.32320693016749,6.70396976173401,6.64187044444318,6.57165823750505,6.06724509049876,6.4689151243302,6.9422237002954
"MDN1",11.6002584711328,11.3326525339329,11.2462256264664,11.0507298229732,11.5364977304618,11.4850319290938,11.5166191478752,11.1039431464079
"SAYSD1",7.6578396366861,7.63611773219619,7.43255620057028,7.53953879370786,7.51648440372511,7.67845239907032,7.58696534318307,7.5108002793102
"BACH2",6.71927002596877,6.97223469736477,8.1428663337261,6.96384220357382,7.2976136628963,7.23437671844175,7.71179003473039,7.33754798739699
"RBM24",6.16498278411082,6.44560101843975,6.63625097101908,6.24049112702142,6.48186160522108,6.30104125344599,6.2379038543684,6.67330009936684
"CAP2",6.81419381787409,6.99850863409932,6.67053010919121,6.45617460229773,6.81015819627709,6.74416231259233,6.37275952078074,6.7363951809813
"ZNF451",10.6096966696922,10.5767672570858,10.4456407174854,10.5706396690765,10.5263152098172,10.5307672022598,10.577008913285,10.7250808873746
"BAG2",8.14352568007046,7.42207456914532,7.53645370602943,7.44523552043368,7.90721135655992,8.01635193434415,7.64506498696846,7.89384102574575
"RAB23",8.43422954081284,8.36060447513802,8.21258784024765,8.48637937153899,8.49295710773445,8.49053559223402,8.27463701758581,8.62791339525745
"FHL5",4.87151524899425,4.81689404173723,5.24256266185646,4.8758454695616,4.96909915392414,4.43021410801466,5.64459555027656,4.64701009596426
"GPR63",5.09439735961729,5.47039381855673,5.44233234376012,4.94989986190354,5.2698378466185,5.05874158530522,5.28558976552428,5.15030917362567
"FBXL4",9.54444512706216,9.43187312749852,9.58707427989799,9.39219922875823,9.73887051803221,9.48214989292219,9.69869337973593,9.58383461936079
"CCNC",9.21133467961793,9.15598285449362,8.81876873699381,9.04898556025009,9.05363649602269,9.19032236653612,9.08061871420238,9.23578020762201
"E2F3",7.54668986499639,7.15820091559437,6.91771006996162,6.74806705201096,7.58532370881276,7.52675631003096,7.1287963211439,7.13075647336203
"PTP4A1",10.816875659488,12.327684558949,11.2776365644404,11.4546122342541,12.0196466858278,10.9744745664304,11.8264612074958,11.7263257524821
"ASCC3",11.3737568962181,10.9836170641812,10.8625583173203,10.7974103782678,10.8865625169472,10.9810075371579,11.1655085105918,11.0444837826526
"POPDC1",7.88950628499012,7.83657044263994,7.69159953439293,8.42522018284843,8.45231326296874,8.5737316181452,8.26728943637502,8.81914792069362
"MED23",9.72525571723498,9.95458828978101,9.89079743894501,10.1330879251814,9.61568950291359,9.76902434386881,9.84247089161762,10.0153774576282
"WASF1",7.53987269748546,7.59410913515484,7.4423226387781,7.06032832487002,7.2976136628963,7.36586933101439,7.36254734436923,7.40788995417122
"GPLD1",4.99065818620315,5.42636837759932,5.48680581136246,5.29383073203326,5.2698378466185,5.22031365056152,5.17210162219783,5.19580343254775
"ALDH5A1",7.39615605903934,7.66885333177437,7.5545527441574,7.40932487177881,7.49873978466876,7.35687279636985,7.3555820273614,7.57321840365527
"CRYBG1",9.61854951123806,10.0032070262207,10.1221043539439,10.015260693582,9.85926151305352,9.79562957972256,10.0971963322539,10.2795620506691
"VNN1",10.7943249244286,11.1191698379803,8.27365036196002,8.64034535148905,9.92497313050089,11.627397597364,10.6730047242362,9.9713459550644
"VNN2",5.64121623121382,4.45017764913692,4.82608109765754,4.94989986190354,5.31986226667648,5.97039820096674,5.21145180843092,5.05177844834749
"ACOT13",7.4841228596354,7.47868925700225,7.16345940721263,7.39102183734711,7.44413273719876,7.3203022596343,7.39686803248517,7.44550788874966
"SMAP1",8.59648621906637,8.89914658651118,8.3217462928789,8.76185721102019,9.05363649602269,8.83681300694946,8.75583252867898,8.76999825090113
"RPS12",12.2006495018721,11.664233316065,11.219751443023,11.3435647609478,11.9078689264163,12.0772759641404,11.6475844009551,11.5204738663154
"C6orf62",10.9592478470109,10.6640113902785,10.5398989170228,10.4856571164395,10.8549317747574,10.6960757835626,10.9370038628176,10.8217540809581
"GMNN",9.08918270244139,8.20814487222326,8.56304951203286,8.78983066201168,7.99177386418096,8.6487246238055,9.40511855026341,9.07615896306276
"SOBP",7.31041075274005,6.40604090422212,7.24412839160765,6.81918518846036,7.00073376741017,6.87750821679707,6.88761970381189,6.57975960563628
"SNX3",10.1955027918349,10.0394018738073,9.57172418004415,10.0196915321807,10.1246139843953,10.0053302843294,9.97545135684335,10.1112413464254
"HBS1L",9.68290236168842,9.45303535308311,9.53148501402312,9.53320671097128,9.48322849121912,9.5943908258929,9.67257856235721,9.66822836960969
"TRIM38",9.80640279743732,9.88017746479196,9.81274766782952,10.0182160982769,9.57427556198843,9.36487268877737,9.67673353828592,9.85983740158763
"PEX7",7.21051169831449,7.20388649461849,6.61878247571396,7.03682532813456,6.81015819627709,7.0449481948926,7.13697606915261,7.37705829805334
"ZBTB24",8.76276934749821,8.81803693764805,8.69050101655368,8.99295658110809,8.57516071370194,8.82393298419138,8.94930380585826,8.87763185499353
"FIG4",8.97339164741826,9.10933641273162,9.24942363042511,9.23841828566769,8.91112287951207,8.84957874841514,9.2408012728063,9.11138725558248
"PERP",12.2745497697872,12.9154317079974,12.6274281123967,12.3495377700799,12.6456133171114,12.4719171301694,12.9474313693838,12.3868613697604
"ARFGEF3",8.93778716086055,9.02702322105582,8.81876873699381,9.21025126991504,9.62383138865994,9.15478024700633,8.88366734930455,8.9701144535623
"HECA",9.50330753675616,9.82714737233738,9.76919821053775,9.70447566002301,10.145967073703,9.51854764392796,10.1499440953994,9.8263269684179
"ADGRG6",6.70692950963036,6.30166202023583,6.76849571761938,6.36246438516883,5.75502715756347,6.3393892018197,6.52091297231219,7.5595829849379
"PHACTR2",10.0918151699844,10.2648218017891,10.2209752804535,10.1398876421823,10.1711802965667,9.89739674005405,10.0847447981503,10.2671292111407
"EPM2A",6.70692950963036,6.78813722250032,6.88912752137042,6.79117722893331,6.71968260406864,6.71586930278461,6.87783164586404,6.50876096110331
"SLC39A7",9.94596349429809,9.90597855656494,9.69827756689465,10.360847796807,9.89669706779958,10.0910535178089,9.82010799630461,9.99792587357297
"PHF1",7.92644531859283,7.93386914393773,8.46659149404165,8.01465442060941,7.98544371753775,8.17728067445739,7.98304555609454,7.78700713492605
"CUTA",8.81137394077789,9.28486881105741,8.93310004665025,9.60378095605423,8.88084508165672,8.73727865029435,8.9168597297277,9.47087992800873
"PACRG",5.84976938738246,5.8037931054416,5.85546515500538,5.81457773980102,5.53903202365639,5.89249338111455,5.85436351938531,5.62385157688824
"QKI",10.9394740446596,10.5649414811326,10.7226905994667,10.4727897289135,10.7171810695149,10.9293981018619,10.8750931826795,10.8663918869152
"C6orf118",6.16498278411082,6.03764477276741,6.54657066465646,6.12935270098458,6.04578093565397,5.99531804679725,5.89638434452902,5.99920942460561
"PDE10A",8.55676873745082,6.38581190686928,6.79965687976513,6.76258780907919,8.00435071361701,7.42729103502336,6.97273644177817,6.83167920516658
"MDFI",5.14194210951488,5.28188380166442,5.82339262677945,5.34060020208976,5.2698378466185,5.51742106085772,5.24923076950892,5.10242096294115
"TFEB",7.17557079165608,7.93386914393773,7.35189775167313,7.99671304200062,7.69052848773784,7.3203022596343,7.7008841475012,7.67783324475053
"SMOC2",10.040033231311,9.89055337297461,9.71234369404101,9.59588804269758,9.6931768990295,9.86949324689045,9.020825463258,9.88446878364685
"CCND3",7.74918263537015,7.64437253039654,7.28822960696878,7.58845152281053,7.61030179882793,7.91642299725203,7.67881850673775,7.70282750426142
"BYSL",7.33431695360623,6.8618695672436,6.5089660265541,6.76258780907919,7.2236566358324,7.44436116202212,6.92609497560784,6.854505610269
"FAM120B",9.40249098472899,9.83969666745492,9.89432682501617,10.0789201404904,9.8349226234887,9.5637569210821,9.81131676591552,10.0252557721359
"TBP",7.71938127066575,7.92713481668866,7.79398444956711,8.19321829138931,7.69830787428909,7.6712399538237,8.29284295148765,7.96258867989049
"GUCA1B",5.38572886680774,5.28188380166442,5.85546515500538,5.68862430981282,5.65209809812858,4.99748928561051,5.53761082879919,5.23919107167996
"PRPH2",5.64121623121382,5.6674025976161,5.85546515500538,5.81457773980102,5.65209809812858,5.58901580394304,5.13099963805293,5.97747890380596
"BICRAL",8.869232763763,9.34899877930048,9.38610478901576,9.16560720558477,9.16946104037858,9.06462570168667,9.22385797775882,9.14123649586783
"PPP2R5D",9.08918270244139,9.11819849087107,9.16715935083693,9.06909028184626,9.14420075312164,9.22500849003641,8.90035923401555,9.13668438323384
"MRPL2",7.34219653296306,7.25898123174093,7.17527104673309,7.4273940967783,7.31805034169996,7.41001249169961,7.34154747882929,7.23794819821149
"PTK7",10.9420407861394,10.6889896862076,11.3004215105043,10.8406174239323,10.9331543689736,10.9896723931124,10.5784896807614,10.7235651459757
"SRF",8.9454911862699,8.93971683308448,8.3058928231828,8.6556327685025,8.98888139090753,9.40215160201654,8.8199163312534,8.67266172243435
"CUL9",8.66033628080635,8.88536497142116,9.18745065672018,9.06623530924448,8.98255957067276,8.76450177731371,8.80225874390654,8.86392119006687
"DNPH1",7.53987269748546,7.61946296924373,6.97316799009837,7.22504813454364,7.53400976761502,7.44436116202212,7.23918945846981,7.20311866017814
"DUSP22",8.19625548611647,8.30984202351346,8.24066631349845,8.00869893170103,8.7379881457234,8.5737316181452,8.50439951306057,8.16897379895011
"EXOC2",9.07988128614068,9.12993039145656,8.73454026413428,8.97175195608199,9.05061807669655,9.32660355489795,9.12185730591156,9.00800032825557
"COX7A2",9.47344118522429,9.45303535308311,8.71468945519107,9.41031711927073,9.45840082200925,9.32203373608398,9.11778618727139,9.55172271752865
"TMEM30A",10.9516255936676,10.8544500252545,10.6834586898226,10.7169460249572,10.9306961631739,10.9539584661736,10.8192001181361,10.7205288763808
"GMDS",7.23615890204442,6.8618695672436,6.61878247571396,6.8601592966108,7.23446280036278,7.06730620417421,6.97273644177817,6.93155758519198
"SENP6",10.7407851170448,10.5266556644576,10.5798922673178,10.3827960927396,10.6339981089862,10.825942010766,10.8805051740675,10.6789011122839
"VEGFA",9.90048782287078,10.969823241253,10.6336607864871,9.60967240515172,10.694176046528,10.90211926249,10.5087501584946,9.92196694611078
"PRP4K",10.8670370952339,10.645755347188,10.7016984081704,10.7818464754081,10.848868761928,10.8546855348067,10.8520160125424,10.8793821218034
"TTK",6.38689160027691,6.03764477276741,5.85546515500538,6.03295677716461,6.21545845776562,5.91901079124778,6.25358972538762,6.46429445557634
"SLC29A1",8.14799471594543,8.77756719677271,7.95208520053113,8.56946565491439,8.18083408492467,8.28947253097231,8.57447673064468,8.00330810177357
"CCN6",5.14194210951488,4.60313499209026,4.72756301571275,4.69898113586104,4.44626023015541,5.11588619098003,5.38734106265891,4.64701009596426
"BTN2A1",8.7887056207889,8.59901900413736,8.79249990324685,8.67075933360681,8.91112287951207,8.77792252845565,8.74530888306077,8.57163399393333
"LAMA4",10.601601644437,8.89914658651118,10.5057025625648,9.11953485016818,10.9315160306573,10.3440294993162,11.012887839239,9.2569053715213
"TENT5A",10.5877349682234,9.99361354381817,10.6091759519491,10.9759531747447,9.62585969422053,9.64282273739785,10.1746328423124,10.6017931402966
"CLIC5",7.00656707151578,6.38581190686928,8.14880780883117,7.07193318872573,6.46316056328591,5.97039820096674,6.60735101209428,7.73951507813206
"FBRSL1",7.7841406429219,8.13415788989492,7.86079134056248,7.62014868602483,8.4010225581473,8.08290937300128,7.99645801440777,7.85540528703042
"ENPP5",6.83693648668337,7.16976243591158,7.0133571440418,7.54780883638296,6.9620414007851,6.48258144398055,6.94493981716347,7.76938252136624
"LY86",5.55221063940055,4.71954271454748,4.9121792095975,4.94989986190354,5.21711730876546,5.68856072055392,5.38734106265891,5.32054025113361
"PRSS16",6.46321667917027,6.8618695672436,6.36837652779845,6.96384220357382,6.38562767068597,6.70150072218728,6.68861655340807,6.17963830448464
"ERBIN",11.5114596761673,11.8457745283526,11.6421755367404,11.6401063854347,11.5026948181374,11.5746233581512,11.8462632266626,11.7042109888042
"PCDHB2",6.76755090938585,6.211761133415,6.88912752137042,6.57725512195483,6.65586936209485,6.46549951610693,6.49516530763885,6.30437331752545
"HARS2",8.65407739387812,8.61581901595606,8.77727092258259,8.84419674253077,8.57516071370194,8.64139895831358,8.65541857814493,8.50600960957595
"NUDT12",8.01236948660543,8.00592544028418,7.59007302780987,7.87753573113898,7.94033011724295,7.72794158047548,7.86120854978526,8.06710032161789
"CEP72",6.35509340953533,5.9262457744373,5.91718531591118,6.05774920833319,6.12126166608616,6.2814403451443,6.06962049192171,5.99920942460561
"MAN2A1",10.8602679114978,10.5703288566039,10.4882954585706,10.5318790814386,11.0592868702477,10.9853464711904,10.8654214405887,10.4742028898925
"SEMA5A",11.5170650619749,10.9747067250491,12.3375364968568,11.7494969561878,11.1079665302968,11.6366217229038,11.6447603113331,11.2035287611296
"C7",7.74918263537015,6.72617044320794,6.75264636652182,7.03682532813456,6.38562767068597,7.46122793119046,7.74931616720025,7.30512372988954
"TENT4A",8.37833308651135,8.46169724241603,8.68234692997579,8.46048656052766,8.42456389313433,8.50675834892062,8.45355214047149,8.39587193611858
"GHR",7.37328239802363,6.91814919924254,7.12741576847838,6.62600222687477,6.9620414007851,6.86473855208303,7.00895551039419,7.06422188269042
"HMGCS1",8.88801332125406,8.94304662548691,8.80005435806569,9.78824184582011,8.86718104848402,9.05087842001728,8.78180963160665,9.46181306043225
"DAP",9.4805244516653,9.37633616903736,9.30088061377786,9.56993341363783,9.9655734531997,9.48214989292219,9.53592342731884,9.45817027957069
"NME5",6.52129323467902,6.52138101679854,6.25798700589593,6.50940375006263,6.07144152597587,6.3203545435129,6.13959345821539,6.72400654469795
"BRD8",9.66591701550819,9.5565957035152,9.84957607866147,9.43486299408379,9.55311362737621,9.4427058237281,9.61311514876318,9.51362403819467
"KIF20A",6.38689160027691,6.40604090422212,6.25798700589593,5.84409498866103,5.90897782695806,6.43066832559906,6.10508547057008,6.30437331752545
"NNT",10.1997995115367,11.0429451841304,10.5022379080723,11.1651196666407,10.6766782476635,10.1216014180184,10.4297350430813,10.8854947969656
"MRPS30",9.87384287680446,9.5609338229406,9.46656836542109,9.4805930877493,9.89501637365932,9.62253056999985,9.6794968834727,9.9764467163869
"HSPA9",11.6991597538894,11.5107532414418,10.9337283434942,11.4643945893722,11.434930331728,11.6111120826113,11.5080980605539,11.4107954658645
"MRPS27",9.31008102075913,9.28224326985745,9.10451150135231,9.27842964116422,9.33982205928627,9.33115892434297,9.15401844863007,9.2078460022009
"PFDN1",8.7154729939733,8.74740263784619,8.40841719811807,8.77591193655893,8.62068769316864,8.86851747751306,8.8148933824618,8.75224240698806
"HBEGF",6.14624043930271,6.44560101843975,6.25798700589593,6.71855646034041,6.62280807503971,6.37665639843279,6.49516530763885,6.56585498842213
"LOX",8.9958237841445,9.1871977377002,8.77727092258259,8.10671805288371,9.50983412557816,9.0257976063189,8.98774164330334,8.9520872453224
"GZMK",6.44829637543249,5.6674025976161,6.16244440794481,5.90106309374658,5.72171299091105,5.78024861926625,5.81083860026005,6.12228009158373
"APBB3",7.54668986499639,7.93386914393773,8.38346453023961,8.0785791114162,7.48978349682146,7.46122793119046,7.52638782164354,7.63949897721276
"TMCO6",7.27789208034599,7.32236992773184,7.02650004620262,7.1061809136,7.33819518955542,7.28275848897161,7.44355929761289,6.83167920516658
"SPARC",14.8550622028491,14.0160963307952,14.1976522985593,13.63504232407,14.1046897318289,14.4752853480065,13.929778253973,13.7661958037338
"IK",10.2410349816404,10.2806846803101,10.1430217323993,10.1734134447804,9.9413507025989,10.2045900229166,10.2757704241558,10.2743947203543
"HMGCR",12.3137238250575,12.9353987355162,11.7758631250686,12.9019029072483,12.5983854571594,12.2938908444052,12.0795508956669,12.4188206313311
"CERT1",10.194426608606,10.6579516802331,10.4999235060465,10.9098719025227,10.256108953444,10.0856741462513,10.2766829637828,10.6812455546555
"FAF2",9.59590043363614,9.52363678505225,9.32462798687942,9.46551039509117,9.64798468583279,9.64648172524395,9.55711584392431,9.5670228366297
"PCDHB3",6.38689160027691,6.08985403701491,6.43044770632285,6.4379515929936,6.14546327448061,6.43066832559906,5.97635479599828,5.99920942460561
"PCDHB5",6.1272212364128,5.8037931054416,6.88912752137042,6.21901204022963,5.93756650257138,6.3393892018197,6.4689151243302,6.33793650187958
"PCDHB6",5.38572886680774,5.11234780772834,5.82339262677945,5.46936653042289,5.49864667891553,5.26847911243252,5.21145180843092,5.2807056744101
"PCDHB7",6.1272212364128,5.55341355529313,6.34702479577182,5.62016795589601,5.61565028768155,5.89249338111455,5.9955691766824,5.68128954624829
"PDE8B",6.73150041225402,6.40604090422212,6.5089660265541,8.03237355460961,5.84972415703493,6.35815377481835,5.91686678080329,7.05445319956463
"CLK4",9.50678087669083,9.38614982786056,9.86044361724471,9.82752548726104,9.47649961903834,9.5364075018849,9.77043118385263,9.50482296228604
"PCDHB15",7.07473756236393,6.53967763928062,7.88238300304553,7.13961081107259,6.86733463770378,7.28275848897161,7.13697606915261,6.92080890338354
"HAVCR1",7.41866558433878,6.90429211899261,5.64865132926025,5.01751219384025,6.19254448117027,7.27321419570206,6.15650605248725,5.53184971521643
"ITK",6.77936061066616,6.14001004206155,6.68735216183229,6.54375530036609,6.36551845221456,6.2814403451443,6.78647272560976,6.74867296302771
"RNF130",9.49283700505544,9.57172233640811,9.56065885999472,9.80545336893341,9.70089379553831,9.54231194058543,9.69323470271039,9.68234623619358
"THG1L",7.50528670781431,7.13478801071692,7.24412839160765,7.1829791496058,7.41601873928882,7.29223857360149,7.49510086048073,7.31329992514493
"ARSB",9.28197250386241,8.1573327146022,8.40346124347749,8.11228008341341,8.65689346310967,9.317449375816,8.46643374501692,8.38052728235722
"CLINT1",10.2770632999146,10.3386633089065,9.82943697080335,9.97627881461882,10.3608693725142,10.414372894817,10.359981929766,10.1478708915074
"THBS4",5.48866507912907,6.06401769005733,6.05925678522536,5.87291111469451,5.68742638914058,5.8653902091252,5.93701470020724,5.65292892868884
"CNOT6",9.31008102075913,9.37633616903736,9.21029598429414,9.14681439775035,9.5445610779557,9.3082366581447,9.3575881210185,9.29007418404532
"TTC1",8.80008443018242,8.83964072126947,8.68642975348057,8.92838192052839,8.83945744428962,8.91176196177038,9.0230042512223,8.8048656308739
